time,lat,lng,injured,killed
18:01,40.6805947,-73.9808878,1,0
20:25,40.6027485,-73.9639124,1,0
19:00,40.6304785,-73.9860936,1,0
14:00,40.6125498,-73.9628590,1,0
14:40,40.6465774,-74.0052035,1,0
10:42,40.5872373,-73.9890081,1,0
18:10,40.6723185,-73.9770581,1,0
15:50,40.7136361,-73.9459499,1,0
18:45,40.6246533,-73.9809866,1,0
8:00,40.6673162,-73.9368243,1,0
15:34,40.6140296,-73.9739950,1,0
18:00,40.7021868,-73.9441054,1,0
19:15,40.7260003,-73.9500311,1,0
6:30,40.6619970,-73.9195931,1,0
9:40,40.6977164,-73.9677270,1,0
13:05,40.6317075,-73.9464810,1,0
18:05,40.6666035,-73.9565424,1,0
18:20,40.6619096,-73.9928381,1,0
20:15,40.6554241,-73.9500660,1,0
3:40,40.6205100,-73.9924679,1,0
12:40,40.6675534,-73.8967038,1,0
15:30,40.6174829,-73.9648121,1,0
7:05,40.7149962,-73.9285112,1,0
19:30,40.6501456,-74.0050741,1,0
21:00,40.6291045,-74.0346392,1,0
21:23,40.7029864,-73.9458539,1,0
11:00,40.6784553,-73.9496774,1,0
17:30,40.5898839,-73.9565887,1,0
22:36,40.6136366,-73.9482495,1,0
6:18,40.6671803,-73.9507529,1,0
6:42,40.6265996,-73.9827009,1,0
8:00,40.6982647,-73.9339856,1,0
18:20,40.6834373,-73.9291616,1,0
19:15,40.7163297,-73.9480688,1,0
9:45,40.7137996,-73.9331802,1,0
9:45,40.6754919,-73.9675178,1,0
18:30,40.6673162,-73.9368243,1,0
23:00,40.6905660,-73.9453483,1,0
6:53,40.6529481,-74.0021659,1,0
11:15,40.6784553,-73.9496774,1,0
20:00,40.6098933,-73.9963372,1,0
23:57,40.6850282,-73.9712378,1,0
15:30,40.6830181,-73.9588392,1,0
16:00,40.6080022,-74.0017179,1,0
11:00,40.6323551,-73.9801414,1,0
13:00,40.6224835,-73.9637216,1,0
9:30,40.6299159,-73.9866737,1,0
13:46,40.6087467,-73.9582800,1,0
15:08,40.6830392,-73.9647775,1,0
16:00,40.6541504,-73.9499300,1,0
17:25,40.6576666,-73.9095968,1,0
18:04,40.7028482,-73.9335230,1,0
18:10,40.6636039,-73.9343912,1,0
11:40,40.6751464,-73.9813255,1,0
